year,sector_key,gdp_current_million_sgd
1964,total,2737.2
1965,total,2983.6
1966,total,3356.4
1967,total,3789.9
1968,total,4364.4
1969,total,5081.3
1970,total,5879.3
1971,total,6929.9
1972,total,8302.3
1973,total,10395.6
1974,total,12831.4
1975,total,13728.7
1976,total,15003.4
1977,total,16353.2
1978,total,18337.4
1979,total,21141.2
1980,total,25869.6
1981,total,30352.0
1982,total,33981.2
1983,total,38058.0
1984,total,41730.4
1985,total,40862.8
1986,total,40892.7
1987,total,45549.5
1988,total,53432.3
1989,total,61308.5
1990,total,70492.3
1991,total,78542.8
1992,total,84920.2
1993,total,97923.1
1994,total,112555.4
1995,total,124463.3
1996,total,135777.2
1997,total,148664.4
1998,total,143474.9
1999,total,146252.5
2000,total,165632.4
2001,total,160885.6
2002,total,165698.1
2003,total,170117.9
2004,total,194433.0
2005,total,212723.0
2006,total,236158.8
2007,total,272697.6
2008,total,273941.6
2009,total,282394.5
2010,total,326980.1
2011,total,351367.9
2012,total,368770.5
2013,total,384870.3
2014,total,398947.9
2015,total,423444.1
2016,total,443143.6
2017,total,476136.2
2018,total,509830.4
2019,total,514052.1
2020,total,484602.0
2021,total,592625.0
2022,total,708983.0
2023,total,686398.0
2024,total,765497.5
2025,total,789529.2
1960,transport_storage,256.3
1961,transport_storage,272.8
1962,transport_storage,280.4
1963,transport_storage,286.7
1964,transport_storage,269.7
1965,transport_storage,294.2
1966,transport_storage,310.3
1967,transport_storage,342.0
1968,transport_storage,399.2
1969,transport_storage,459.0
1970,transport_storage,529.5
1971,transport_storage,630.2
1972,transport_storage,773.3
1973,transport_storage,945.1
1974,transport_storage,1130.6
1975,transport_storage,1261.6
1976,transport_storage,1516.8
1977,transport_storage,1778.0
1978,transport_storage,2187.8
1979,transport_storage,2420.3
1980,transport_storage,2958.6
1981,transport_storage,3382.8
1982,transport_storage,3662.5
1983,transport_storage,4182.6
1984,transport_storage,4458.7
1985,transport_storage,4642.4
1986,transport_storage,4687.6
1987,transport_storage,5181.3
1988,transport_storage,6082.9
1989,transport_storage,6967.4
1990,transport_storage,7611.5
1991,transport_storage,8738.7
1992,transport_storage,8741.7
1993,transport_storage,9734.5
1994,transport_storage,10928.1
1995,transport_storage,11964.8
1996,transport_storage,12452.3
1997,transport_storage,13167.8
1998,transport_storage,12878.4
1999,transport_storage,13995.3
2000,transport_storage,15464.5
2001,transport_storage,14233.2
2002,transport_storage,14135.5
2003,transport_storage,16035.1
2004,transport_storage,19236.8
2005,transport_storage,20698.4
2006,transport_storage,20842.7
2007,transport_storage,24637.9
2008,transport_storage,25177.0
2009,transport_storage,21455.1
2010,transport_storage,25271.0
2011,transport_storage,22159.2
2012,transport_storage,23702.9
2013,transport_storage,24756.7
2014,transport_storage,27092.4
2015,transport_storage,30015.0
2016,transport_storage,28169.9
2017,transport_storage,32322.5
2018,transport_storage,31226.7
2019,transport_storage,31669.6
2020,transport_storage,30079.3
2021,transport_storage,53674.4
2022,transport_storage,83044.2
2023,transport_storage,54213.4
2024,transport_storage,77696.8
2025,transport_storage,60117.1
2005,wholesale,30070.2
2006,wholesale,37208.8
2007,wholesale,43900.3
2008,wholesale,39740.0
2009,wholesale,44979.3
2010,wholesale,53525.7
2011,wholesale,61678.4
2012,wholesale,61105.9
2013,wholesale,61886.9
2014,wholesale,57829.3
2015,wholesale,58306.1
2016,wholesale,66472.9
2017,wholesale,74182.4
2018,wholesale,81026.7
2019,wholesale,83030.0
2020,wholesale,83515.7
2021,wholesale,106483.8
2022,wholesale,141481.0
2023,wholesale,133234.1
2024,wholesale,143401.4
2025,wholesale,146481.0
1960,wholesale_retail,601.5
1961,wholesale_retail,652.9
1962,wholesale_retail,685.4
1963,wholesale_retail,795.6
1964,wholesale_retail,634.9
1965,wholesale_retail,665.6
1966,wholesale_retail,795.5
1967,wholesale_retail,941.2
1968,wholesale_retail,1066.2
1969,wholesale_retail,1259.1
1970,wholesale_retail,1350.6
1971,wholesale_retail,1508.8
1972,wholesale_retail,1662.5
1973,wholesale_retail,2238.5
1974,wholesale_retail,2879.7
1975,wholesale_retail,2818.5
1976,wholesale_retail,2931.0
1977,wholesale_retail,3221.7
1978,wholesale_retail,3520.7
1979,wholesale_retail,3882.4
1980,wholesale_retail,4234.4
1981,wholesale_retail,4344.4
1982,wholesale_retail,4681.1
1983,wholesale_retail,4871.8
1984,wholesale_retail,4987.7
1985,wholesale_retail,4683.5
1986,wholesale_retail,4661.5
1987,wholesale_retail,5242.7
1988,wholesale_retail,6178.2
1989,wholesale_retail,6763.2
1990,wholesale_retail,8655.2
1991,wholesale_retail,9797.6
1992,wholesale_retail,9886.2
1993,wholesale_retail,12053.8
1994,wholesale_retail,13706.8
1995,wholesale_retail,15378.1
1996,wholesale_retail,16968.1
1997,wholesale_retail,17539.3
1998,wholesale_retail,16206.0
1999,wholesale_retail,18419.8
2000,wholesale_retail,20732.0
2001,wholesale_retail,20094.1
2002,wholesale_retail,22246.0
2003,wholesale_retail,22833.1
2004,wholesale_retail,27692.7
2005,wholesale_retail,34655.5
2006,wholesale_retail,42056.0
2007,wholesale_retail,49097.7
2008,wholesale_retail,45086.1
2009,wholesale_retail,50395.9
2010,wholesale_retail,59177.5
2011,wholesale_retail,68009.6
2012,wholesale_retail,67637.8
2013,wholesale_retail,68495.3
2014,wholesale_retail,64724.5
2015,wholesale_retail,65584.5
2016,wholesale_retail,74132.0
2017,wholesale_retail,82027.3
2018,wholesale_retail,88985.4
2019,wholesale_retail,90567.7
2020,wholesale_retail,89547.9
2021,wholesale_retail,113548.5
2022,wholesale_retail,149377.3
2023,wholesale_retail,141725.7
2024,wholesale_retail,152208.2
2025,wholesale_retail,155482.7
